Time,KS11,KQ11,KS200,USD/KRW,JPY/KRW,BTC/KRW
09:20,2611.25,913.969971,341.899994,1318.52002,9.082,38808820.0
09:21,2611.939941,913.039978,342.029999,1318.26001,9.082,38805360.0
09:22,2612.550049,913.210022,342.320007,1319.040039,9.082,38819068.0
09:23,2611.310059,911.099976,342.059998,1318.699951,9.086,38824424.0
09:24,2610.429932,909.119995,342.149994,1318.949951,9.086,38841860.0
09:25,2611.219971,909.75,342.339996,1318.73999,9.086,38840712.0
09:26,2613.02002,910.289978,342.399994,1318.880005,9.086,38844424.0
09:27,2613.469971,911.609985,342.420013,1319.390015,9.086,38847504.0
09:28,2612.48999,912.030029,342.399994,1319.130005,9.085,38847796.0
09:29,2613.860107,912.869995,342.570007,1318.630005,9.085,38833216.0
09:30,2613.310059,912.97998,342.429993,1319.650024,9.085,38852400.0
09:31,2611.530029,911.359985,342.209991,1319.719971,9.085,38854716.0
09:32,2612.840088,913.090027,342.320007,1319.709961,9.085,38854220.0
09:33,2614.830078,913.679993,342.640015,1319.680054,9.088,38874624.0
09:34,2613.570068,912.840027,342.440002,1319.540039,9.088,38871484.0
09:35,2613.219971,913.070007,342.48999,1319.48999,9.088,38876952.0
09:36,2614.790039,913.01001,342.720001,1319.630005,9.088,38860308.0
09:37,2615.129883,913.200012,342.690002,1319.709961,9.088,38859424.0
09:38,2615.949951,912.880005,342.809998,1319.660034,9.09,38860812.0
09:39,2616.080078,913.859985,342.799988,1319.780029,9.09,38861784.0
09:40,2614.560059,913.840027,342.75,1319.650024,9.09,38866344.0
09:41,2614.820068,913.469971,342.559998,1319.599976,9.09,38866164.0
09:42,2611.820068,912.580017,342.320007,1319.459961,9.09,38872220.0
09:43,2612.219971,912.140015,342.420013,1319.560059,9.089,38868740.0
09:44,2611.149902,912.26001,342.200012,1319.420044,9.089,38868132.0
09:45,2610.570068,912.73999,342.179993,1319.329956,9.089,38867864.0
09:46,2610.23999,912.580017,341.970001,1318.660034,9.089,38866432.0
09:47,2609.860107,912.400024,341.869995,1318.920044,9.089,38874348.0
09:48,2609.790039,912.280029,342.040009,1319.189941,9.086,38874888.0
09:49,2610.159912,912.809998,342.059998,1319.349976,9.086,38851288.0
09:50,2609.699951,912.469971,342.059998,1319.459961,9.086,38846912.0
09:51,2610.48999,911.929993,342.160004,1319.650024,9.086,38853804.0
09:52,2609.719971,911.719971,342.01001,1318.949951,9.086,38857800.0
09:53,2606.879883,910.950012,341.549988,1318.959961,9.085,38868968.0
09:54,2606.830078,911.210022,341.660004,1319.099976,9.085,38868992.0
09:55,2606.149902,911.359985,341.559998,1318.790039,9.085,38863188.0
09:56,2605.159912,910.869995,341.600006,1318.800049,9.085,38863456.0
09:57,2605.449951,910.890015,341.5,1319.02002,9.085,38862112.0
09:58,2603.139893,910.359985,341.179993,1319.02002,9.087,38852512.0
09:59,2601.379883,908.880005,340.980011,1318.780029,9.087,38854704.0
10:00,2600.02002,908.549988,340.98999,1318.380005,9.087,38856032.0
10:01,2601.139893,908.690002,340.899994,1318.48999,9.087,38845316.0
10:02,2601.330078,908.929993,340.950012,1318.579956,9.087,38843384.0
10:03,2604.030029,909.75,341.149994,1318.02002,9.082,38838284.0
10:04,2603.679932,910.099976,341.23999,1317.76001,9.082,38837376.0
10:05,2603.189941,909.349976,341.25,1317.829956,9.082,38832640.0
10:06,2602.570068,908.919983,341.269989,1317.859985,9.082,38821188.0
10:07,2601.820068,908.98999,341.019989,1318.030029,9.082,38816128.0
10:08,2602.0,909.940002,341.059998,1318.02002,9.082,38802672.0
10:09,2601.610107,909.289978,340.970001,1318.300049,9.082,38808196.0
