Time,KS11,KQ11,KS200,USD/KRW,JPY/KRW,BTC/KRW
09:19,,,,1327.800049,9.156,35169572.0
09:20,2532.919922,894.26001,333.519989,1327.819946,9.156,35181256.0
09:21,2532.320068,895.179993,333.299988,1327.280029,9.156,35181736.0
09:22,2531.120117,895.780029,333.25,1326.920044,9.151,35162744.0
09:23,2528.939941,894.72998,332.880005,1326.73999,9.151,35138496.0
09:24,2528.379883,893.919983,332.799988,1326.73999,9.151,35125000.0
09:25,2526.97998,893.429993,332.529999,1327.47998,9.151,35149116.0
09:26,2527.290039,892.349976,332.649994,1326.73999,9.151,35164388.0
09:27,2527.560059,893.570007,332.720001,1326.76001,9.151,35173032.0
09:28,2531.01001,895.190002,333.350006,1326.73999,9.151,35155448.0
09:29,2530.189941,895.960022,333.279999,1326.880005,9.151,35152420.0
09:30,2531.550049,895.710022,333.369995,1327.949951,9.151,35153512.0
09:31,2531.199951,895.619995,333.480011,1327.680054,9.151,35168920.0
09:32,2531.23999,896.119995,333.429993,1326.780029,9.148,35171620.0
09:33,2532.639893,896.26001,333.589996,1327.050049,9.148,35172160.0
09:34,2532.409912,896.01001,333.549988,1326.349976,9.148,35171964.0
09:35,2532.080078,895.539978,333.450012,1326.349976,9.148,35170056.0
09:36,2531.030029,895.549988,333.459991,1325.939941,9.148,35158876.0
09:37,2532.02002,895.630005,333.630005,1326.290039,9.142,35161564.0
09:38,2532.419922,896.469971,333.5,1325.97998,9.142,35148188.0
09:39,2531.100098,896.049988,333.309998,1325.98999,9.142,35143960.0
09:40,2529.840088,895.619995,333.209991,1325.97998,9.142,35143840.0
09:41,2529.330078,895.380005,333.170013,1325.949951,9.142,35180924.0
09:42,2529.23999,895.169983,333.089996,1326.01001,9.14,35182448.0
09:43,2526.969971,893.97998,333.140015,1325.97998,9.14,35188812.0
09:44,2527.879883,895.150024,333.130005,1326.439941,9.14,35174088.0
09:45,2528.340088,894.98999,333.149994,1325.550049,9.14,35180924.0
09:46,2527.22998,894.690002,333.01001,1325.619995,9.14,35179352.0
09:47,2526.870117,894.72998,332.839996,1325.670044,9.137,35174252.0
